Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_081303_189,-90,50,50,26.1,6.8085353088378895,-94.71480560302734,-94.71480560302734,0.1422262191772461,8.919903039932251,50,44,44,-17.4,NeighborSearch,63,7.779637611647303,-6,[]
20250714_081312_255,-90,25,25,-10.2,6.94145685350567,-74.23426780700683,-74.23426780700683,0.13315415382385254,4.202268600463867,25,38,38,-8.7,NeighborSearch,27,29.269717743927202,13,[13]
20250714_081316_592,-90,NO_RADIO,25,-10.2,32.2999137091398,-71.01733436584473,-71.01733436584473,0.09569811820983887,0.10745859146118164,25,,,,CenterFallback,1,,,[13]
20250714_081316_796,-90,NO_RADIO,25,-10.2,12.839968635643132,-90.02426872253417,-90.02426872253417,0.09085249900817871,0.16303634643554688,25,,,,CenterFallback,1,,,[13]
20250714_081317_051,-90,NO_RADIO,25,-10.2,14.445945382424668,-88.44514465332031,-88.44514465332031,0.08356022834777832,0.10705852508544922,25,,,,CenterFallback,1,,,[13]
20250714_081317_243,-90,NO_RADIO,25,-10.2,7.652243177790751,-95.32418823242188,-95.32418823242188,0.07852435111999512,0.163529634475708,25,,,,CenterFallback,1,,,[13]
20250714_081317_486,-90,NO_RADIO,25,-10.2,7.860666313275573,-94.93123626708984,-94.93123626708984,0.07627701759338379,0.10707426071166992,25,,,,CenterFallback,1,,,[13]
20250714_081317_670,-90,35,35,4.4,25.937508635895398,-77.16822471618653,-77.16822471618653,0.10874152183532715,0.1630721092224121,35,35,35,-4.4,YOLO,1,25.937508635895398,0,"[13, 0]"
20250714_081317_943,-90,33,33,1.5,22.25746190327689,-80.92553787231445,-80.92553787231445,0.10059022903442383,0.10729360580444336,33,33,33,-1.5,YOLO,1,22.25746190327689,0,"[13, 0, 0]"
20250714_081318_152,-90,NO_RADIO,33,1.5,21.883746489799947,-81.24015808105469,-81.24015808105469,0.06806254386901855,0.1635122299194336,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081318_385,-90,NO_RADIO,33,1.5,18.04137704166746,-85.02350769042968,-85.02350769042968,0.07004022598266602,0.10700345039367676,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081318_563,-90,NO_RADIO,33,1.5,6.825070325000908,-95.65385437011719,-95.65385437011719,0.07303500175476074,0.16369247436523438,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081318_801,-90,NO_RADIO,33,1.5,7.775669988682907,-94.71330299377442,-94.71330299377442,0.07271552085876465,0.10702013969421387,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081318_982,-90,NO_RADIO,33,1.5,10.192939567073083,-92.42454528808594,-92.42454528808594,0.07335782051086426,0.16362714767456055,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081319_220,-90,NO_RADIO,33,1.5,9.37763443543274,-93.24492645263672,-93.24492645263672,0.06893420219421387,0.10784697532653809,33,,,,CenterFallback,1,,,"[13, 0, 0]"
20250714_081319_398,-90,NO_RADIO,33,1.5,7.4279325182509695,-95.32933807373047,-95.32933807373047,0.07132554054260254,0.16361117362976074,33,,,,CenterFallback,1,,,"[13, 0, 0]"
