Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History,Received Jetson inference Time,Set TX Beam Time (s),Set RX Beam Time (s),Stabilize Beam Time (s),Measure SNR Time (s)
20250724_030818_899,-64,63,63,45.0,7.40351516723635,-94.56081428527833,-94.56081428527833,0.1237494945526123,0.2675819396972656,63,63,OffsetFailed,2,63,45.0,8.539923877367329,0,[],0.12325119972229004,0.05059814453125,0.05048775672912598,0.00047135353088378906,0.0013880729675292969
20250724_030819_295,-63,NO_RADIO,63,45.0,7.974769761725057,-94.6549072265625,-94.6549072265625,0.10193395614624023,0.10207343101501465,63,,CenterFallback,1,32,0,,,[],0.10158872604370117,0.05051136016845703,0.05045914649963379,0.0004062652587890625,0.0006566047668457031
20250724_030819_500,-62,NO_RADIO,63,45.0,11.569550426059095,-91.17960357666016,-91.17960357666016,0.1006011962890625,0.15848612785339355,63,,CenterFallback,1,32,0,,,[],0.10026144981384277,0.05048680305480957,0.050458431243896484,0.056754112243652344,0.0007288455963134766
20250724_030819_761,-61,NO_RADIO,63,45.0,11.44614486709095,-91.34230194091796,-91.34230194091796,0.10063791275024414,0.1020212173461914,63,,CenterFallback,1,32,0,,,[],0.1002655029296875,0.05050039291381836,0.050464630126953125,0.00039958953857421875,0.0006222724914550781
20250724_030819_966,-60,NO_RADIO,63,45.0,13.809986426870552,-89.0556869506836,-89.0556869506836,0.10007047653198242,0.15835881233215332,63,,CenterFallback,1,32,0,,,[],0.09973406791687012,0.050495147705078125,0.05042719841003418,0.05671977996826172,0.0006601810455322266
20250724_030820_226,-59,NO_RADIO,63,45.0,14.043860242109588,-88.67916870117188,-88.67916870117188,0.10097980499267578,0.10206055641174316,63,,CenterFallback,1,32,0,,,[],0.10065340995788574,0.05047345161437988,0.05050802230834961,0.00040221214294433594,0.0006375312805175781
20250724_030820_430,-58,NO_RADIO,63,45.0,17.64508869676402,-85.14084167480469,-85.14084167480469,0.10007214546203613,0.1584031581878662,63,,CenterFallback,1,32,0,,,[],0.09976053237915039,0.050438642501831055,0.05044722557067871,0.05674290657043457,0.0007212162017822266
20250724_030820_690,-57,NO_RADIO,63,45.0,17.844245849225473,-85.07627868652344,-85.07627868652344,0.10174298286437988,0.10199260711669922,63,,CenterFallback,1,32,0,,,[],0.1013796329498291,0.05043649673461914,0.05044388771057129,0.0004146099090576172,0.0006458759307861328
20250724_030820_896,-56,NO_RADIO,63,45.0,19.85289299984727,-83.03487510681153,-83.03487510681153,0.10043692588806152,0.1583411693572998,63,,CenterFallback,1,32,0,,,[],0.10010790824890137,0.05043458938598633,0.05043292045593262,0.05675363540649414,0.0006670951843261719
20250724_030821_156,-55,NO_RADIO,63,45.0,20.381542793165124,-82.7400894165039,-82.7400894165039,0.10237765312194824,0.1020817756652832,63,,CenterFallback,1,32,0,,,[],0.10206341743469238,0.050460100173950195,0.05048942565917969,0.00041174888610839844,0.0006814002990722656
20250724_030821_362,-54,NO_RADIO,63,45.0,21.460855939659183,-81.5606460571289,-81.5606460571289,0.09841322898864746,0.15838313102722168,63,,CenterFallback,1,32,0,,,[],0.09805560111999512,0.05046415328979492,0.05048060417175293,0.05674171447753906,0.000644683837890625
20250724_030821_621,-54,NO_RADIO,63,45.0,22.30169283402533,-80.71447067260742,-80.71447067260742,0.10193347930908203,0.10207414627075195,63,,CenterFallback,1,32,0,,,[],0.10156512260437012,0.05049896240234375,0.050481319427490234,0.0004029273986816406,0.0006511211395263672
20250724_030821_826,-53,NO_RADIO,63,45.0,23.061325028100413,-79.91724166870117,-79.91724166870117,0.08373427391052246,0.1585383415222168,63,,CenterFallback,1,32,0,,,[],0.08339142799377441,0.05052304267883301,0.05045270919799805,0.05681276321411133,0.0006949901580810547
20250724_030822_070,-51,63,63,45.0,23.074283216825393,-78.9902530670166,-78.9902530670166,0.09649062156677246,0.2693967819213867,63,63,OffsetCorrected,2,63,45.0,24.037985701197087,0,[],0.09615159034729004,0.05047202110290527,0.05047941207885742,0.0003998279571533203,0.0007474422454833984
20250724_030822_438,-50,63,63,45.0,23.890922594281804,-79.01125259399414,-79.01125259399414,0.1014857292175293,0.10200119018554688,63,63,YOLO,1,63,45.0,23.890922594281804,0,[],0.1011505126953125,0.050460100173950195,0.0505070686340332,0.000400543212890625,0.0006287097930908203
20250724_030822_643,-49,NO_RADIO,63,45.0,24.608986306070406,-78.36570777893067,-78.36570777893067,0.10053682327270508,0.15844249725341797,63,,CenterFallback,1,32,0,,,[],0.10019421577453613,0.050516605377197266,0.05048632621765137,0.05673098564147949,0.0006556510925292969
20250724_030822_904,-48,63,63,45.0,24.64701115379249,-78.30145225524902,-78.30145225524902,0.1021270751953125,0.10201406478881836,63,63,YOLO,1,32,0,24.64701115379249,0,[],0.1018071174621582,0.05045819282531738,0.05048656463623047,0.00040340423583984375,0.0006606578826904297
20250724_030823_110,-47,63,63,45.0,24.191409356368652,-78.67450828552246,-78.67450828552246,0.10170483589172363,0.15838861465454102,63,63,YOLO,1,32,0,24.191409356368652,0,[],0.1013646125793457,0.05044102668762207,0.050447940826416016,0.05679726600646973,0.0006961822509765625
20250724_030823_371,-47,63,63,45.0,24.15568776580625,-78.79706382751465,-78.79706382751465,0.10287952423095703,0.10197734832763672,63,63,YOLO,1,32,0,24.15568776580625,0,[],0.10253095626831055,0.05048179626464844,0.05047607421875,0.0003864765167236328,0.0006282329559326172
20250724_030823_578,-45,63,63,45.0,23.61944724771972,-79.57898406982422,-79.57898406982422,0.10186266899108887,0.26093363761901855,63,63,OffsetFailed,2,63,45.0,23.300902478914878,0,[],0.1015326976776123,0.05043792724609375,0.050438880920410156,0.05674242973327637,0.0006394386291503906
20250724_030823_942,-44,63,63,45.0,22.357108771407525,-80.65769958496094,-80.65769958496094,0.10265970230102539,0.26097655296325684,63,63,OffsetFailed,2,63,45.0,22.24569810899021,0,[],0.10234713554382324,0.05043768882751465,0.050455331802368164,0.056748151779174805,0.0006186962127685547
20250724_030824_308,-42,63,63,45.0,21.200539231064795,-81.94709548950196,-81.94709548950196,0.10148096084594727,0.26108622550964355,63,63,OffsetFailed,2,63,45.0,20.964150783048623,0,[],0.10116767883300781,0.0504765510559082,0.05051445960998535,0.05681943893432617,0.0006530284881591797
20250724_030824_672,-41,63,63,45.0,18.313940009781277,-82.53048095703124,-82.53048095703124,0.10137367248535156,0.26088428497314453,63,63,OffsetFailed,2,61,42.1,20.116499680741256,-2,[],0.10108375549316406,0.05046367645263672,0.05046796798706055,0.05678606033325195,0.0006463527679443359
20250724_030825_036,-39,63,63,45.0,16.819306086585357,-79.99738349914551,-79.99738349914551,0.10283279418945312,0.26104259490966797,63,63,OffsetFailed,2,59,39.2,22.004638392304514,-4,[],0.10251688957214355,0.050481557846069336,0.05051708221435547,0.05675792694091797,0.0008091926574707031
20250724_030825_401,-38,63,63,45.0,13.93016925070961,-80.50265998840332,-80.50265998840332,0.0998072624206543,0.2610971927642822,63,63,OffsetFailed,2,57,36.3,22.115301512014526,-6,[],0.09945869445800781,0.05048561096191406,0.05044364929199219,0.05687451362609863,0.0006968975067138672
20250724_030825_764,-36,63,63,45.0,11.993488178966174,-81.57819366455078,-81.57819366455078,0.10327816009521484,0.26092004776000977,63,63,OffsetFailed,2,57,36.3,21.04953836597872,-6,[],0.10294222831726074,0.05047273635864258,0.05045747756958008,0.05675792694091797,0.0006961822509765625
20250724_030826_129,-35,63,63,45.0,10.869455391113092,-84.10430145263672,-84.10430145263672,0.10395574569702148,0.2609684467315674,63,63,OffsetFailed,2,57,36.3,18.466050649804885,-6,[],0.10362768173217773,0.05047321319580078,0.05044698715209961,0.056737661361694336,0.0006661415100097656
20250724_030826_496,-33,63,63,45.0,8.56402155807723,-88.33929061889648,-88.33929061889648,0.10261297225952148,0.26105499267578125,63,63,OffsetFailed,2,57,36.3,13.893667302340589,-6,[],0.10227656364440918,0.050455570220947266,0.05046224594116211,0.056751251220703125,0.0006747245788574219
20250724_030826_861,-32,63,63,45.0,7.489310577400175,-85.81790924072266,-85.81790924072266,0.10216283798217773,0.2608373165130615,63,63,OffsetFailed,2,56,34.8,17.052527701819344,-7,[],0.10182809829711914,0.0504145622253418,0.0504763126373291,0.05677962303161621,0.0006847381591796875
20250724_030827_226,-31,63,63,45.0,6.732356240254006,-88.86334228515625,-88.86334228515625,0.10593533515930176,0.26102542877197266,63,63,OffsetFailed,2,56,34.8,13.824800767500392,-7,[],0.1056215763092041,0.05047965049743652,0.05046486854553223,0.05670309066772461,0.0007948875427246094
20250724_030827_595,-29,63,63,45.0,8.392708847413559,-93.74571990966797,-93.74571990966797,0.1033926010131836,0.2732052803039551,63,63,OffsetFailed,2,54,31.9,8.800769022104149,-9,[],0.10303688049316406,0.05043959617614746,0.050505876541137695,0.056760549545288086,0.0007009506225585938
20250724_030827_973,-28,63,63,45.0,9.745157493817345,-88.65643844604493,-88.65643844604493,0.09804940223693848,0.26084113121032715,63,63,OffsetFailed,2,53,30.5,13.972907105706781,-10,[],0.09770512580871582,0.05045819282531738,0.05045461654663086,0.05676579475402832,0.0006608963012695312
20250724_030828_333,-26,61,61,42.1,8.276438622158523,-93.74571990966797,-93.74571990966797,0.1013023853302002,0.26104307174682617,61,61,OffsetFailed,2,53,30.5,8.815619099046785,-8,[],0.10098457336425781,0.050462961196899414,0.05044078826904297,0.05672883987426758,0.0006873607635498047
20250724_030828_697,-25,61,61,42.1,7.616250839877992,-88.42383575439453,-88.42383575439453,0.09732508659362793,0.2609844207763672,61,61,OffsetFailed,2,52,29.0,14.233823527890692,-9,[],0.09697365760803223,0.05044889450073242,0.05047774314880371,0.05673837661743164,0.0006697177886962891
20250724_030829_057,-23,59,59,39.2,8.402747361860108,-89.68978118896484,-89.68978118896484,0.10123729705810547,0.2610194683074951,59,59,OffsetFailed,2,52,29.0,12.950254462094875,-7,[],0.10090923309326172,0.05040621757507324,0.05048942565917969,0.05676579475402832,0.0006804466247558594
20250724_030829_421,-22,58,58,37.7,8.085901182200388,-89.84422302246094,-89.84422302246094,0.10217070579528809,0.26102399826049805,58,58,OffsetFailed,2,51,27.6,12.76316262980427,-7,[],0.10185098648071289,0.05050158500671387,0.05044960975646973,0.05675864219665527,0.0006546974182128906
20250724_030829_786,-20,57,57,36.3,6.59065020845685,-90.67550659179688,-90.67550659179688,0.10130739212036133,0.26090526580810547,57,57,OffsetFailed,2,51,27.6,11.839734916210233,-6,[],0.10095810890197754,0.050451040267944336,0.05044221878051758,0.05672478675842285,0.0006766319274902344
