Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Tx Beam Index,Tx Beam Angle,SNR (dB),YOLO Time (s),Beam Sweep Time (s)
20250714_072021_547,-90,16,16,-23.2,48,-23.2,10.778809590303894,0.0983576774597168,0.11244916915893555
20250714_072021_759,-90,15,15,-24.7,49,-24.7,6.892015661808571,0.0962669849395752,0.19482779502868652
20250714_072022_051,-90,14,14,-26.1,50,-26.1,7.329730513736948,0.09863877296447754,0.10984301567077637
20250714_072022_261,-90,13,13,-27.6,51,-27.6,7.726260368885406,0.10420083999633789,0.16674184799194336
20250714_072022_533,-90,NO_RADIO,13,-27.6,51,-27.6,7.318083084282364,0.06615114212036133,0.13502192497253418
20250714_072022_735,-90,NO_RADIO,13,-27.6,51,-27.6,7.474296250941592,0.07115626335144043,0.27815866470336914
20250714_072023_085,-90,NO_RADIO,13,-27.6,51,-27.6,7.469477113885304,0.07537579536437988,0.10723495483398438
20250714_072023_269,-90,NO_RADIO,13,-27.6,51,-27.6,13.589426034757935,0.0761573314666748,0.21546411514282227
20250714_072023_562,-90,NO_RADIO,13,-27.6,51,-27.6,14.04694600690334,0.07651424407958984,0.10604023933410645
20250714_072023_745,-90,NO_RADIO,13,-27.6,51,-27.6,19.91775483272491,0.07687163352966309,0.1723339557647705
20250714_072023_995,-90,NO_RADIO,13,-27.6,51,-27.6,19.977796459085,0.08044052124023438,0.18445897102355957
20250714_072024_261,-90,NO_RADIO,13,-27.6,51,-27.6,22.72774200720039,0.07858729362487793,0.1649482250213623
20250714_072024_506,-90,NO_RADIO,13,-27.6,51,-27.6,23.702465228231148,0.07688355445861816,0.19334983825683594
20250714_072024_777,-90,NO_RADIO,13,-27.6,51,-27.6,23.073198862184185,0.0762481689453125,0.1650984287261963
20250714_072025_019,-90,NO_RADIO,13,-27.6,51,-27.6,22.508664540591383,0.1157693862915039,0.1169133186340332
20250714_072025_253,-90,51,51,27.6,13,27.6,22.266934982709728,0.11159849166870117,0.16373538970947266
20250714_072025_529,-90,50,50,26.1,14,26.1,24.65563939044641,0.09638261795043945,0.13726186752319336
20250714_072025_764,-90,49,49,24.7,15,24.7,30.02792571968257,0.09238052368164062,0.16380047798156738
20250714_072026_021,-90,48,48,23.2,16,23.2,29.23115595356063,0.09717082977294922,0.12957477569580078
20250714_072026_249,-90,47,47,21.8,17,21.8,23.852456898084284,0.09804940223693848,0.1874997615814209
20250714_072026_536,-90,46,46,20.3,18,20.3,24.68036280027303,0.09526395797729492,0.12327289581298828
20250714_072026_755,-90,44,44,17.4,20,17.4,34.69463447170227,0.0978078842163086,0.17134833335876465
20250714_072027_025,-90,43,43,16.0,21,16.0,33.9311346725449,0.09136629104614258,0.11165070533752441
20250714_072027_229,-90,42,42,14.5,22,14.5,26.027960586024264,0.09343123435974121,0.1676468849182129
20250714_072027_491,-90,40,40,11.6,24,11.6,24.050442245041125,0.0933835506439209,0.1055002212524414
20250714_072027_691,-90,39,39,10.2,25,10.2,21.228639597153787,0.09368324279785156,0.18542027473449707
20250714_072027_971,-90,38,38,8.7,26,8.7,18.99890863572665,0.09462308883666992,0.11423468589782715
20250714_072028_181,-90,37,37,7.3,27,7.3,37.03765297049412,0.09288239479064941,0.1641404628753662
20250714_072028_439,-90,35,35,4.4,29,4.4,37.59683512915538,0.0946192741394043,0.11207270622253418
20250714_072028_647,-90,34,34,2.9,30,2.9,38.51022126136433,0.0922541618347168,0.16690516471862793
20250714_072028_907,-90,33,33,1.5,31,1.5,35.452351025819794,0.09382247924804688,0.10727429389953613
20250714_072029_109,-90,31,31,-1.5,33,-1.5,35.09368134256897,0.09275698661804199,0.19020462036132812
20250714_072029_393,-90,30,30,-2.9,34,-2.9,33.90745256786715,0.09365558624267578,0.1368112564086914
20250714_072029_625,-90,28,28,-5.8,36,-5.8,22.89377620622939,0.09490466117858887,0.19245600700378418
20250714_072029_913,-90,27,27,-7.3,37,-7.3,20.189489264048433,0.09465432167053223,0.10797762870788574
20250714_072030_117,-90,26,26,-8.7,38,-8.7,19.855011498696783,0.12569618225097656,0.16375732421875
20250714_072030_407,-90,24,24,-11.6,40,-11.6,18.49367103884083,0.0958559513092041,0.11858177185058594
20250714_072030_623,-90,23,23,-13.1,41,-13.1,23.59156448293666,0.09414529800415039,0.17718148231506348
20250714_072030_895,-90,22,22,-14.5,42,-14.5,22.493280354353786,0.09520697593688965,0.10979032516479492
20250714_072031_101,-90,20,20,-17.4,44,-17.4,25.521174925028873,0.09429168701171875,0.18668103218078613
20250714_072031_383,-90,19,19,-18.9,45,-18.9,24.27796281713252,0.09581756591796875,0.15484142303466797
20250714_072031_635,-90,18,18,-20.3,46,-20.3,23.35392273894307,0.09647297859191895,0.16496658325195312
20250714_072031_897,-90,NO_RADIO,18,-20.3,46,-20.3,23.149056176986136,0.06606841087341309,0.13448119163513184
20250714_072032_099,-90,15,15,-24.7,49,-24.7,13.03603401767235,0.1000218391418457,0.16536855697631836
20250714_072032_365,-90,14,14,-26.1,50,-26.1,12.94923885610774,0.09580469131469727,0.13131093978881836
20250714_072032_593,-90,13,13,-27.6,51,-27.6,22.720482281600766,0.09631633758544922,0.19055461883544922
20250714_072032_881,-90,NO_RADIO,13,-27.6,51,-27.6,21.950045909360497,0.06497454643249512,0.15337276458740234
20250714_072033_101,-90,NO_RADIO,13,-27.6,51,-27.6,10.967932281642703,0.06913518905639648,0.22224092483520508
20250714_072033_393,-90,NO_RADIO,13,-27.6,51,-27.6,9.239123904790617,0.0741112232208252,0.18256592750549316
20250714_072033_651,-90,51,51,27.6,13,27.6,6.356370384154587,0.10750889778137207,0.21202635765075684
20250714_072033_971,-90,NO_RADIO,51,27.6,13,27.6,6.051508278358156,0.06461834907531738,0.15174102783203125
20250714_072034_189,-90,NO_RADIO,51,27.6,13,27.6,4.459524555218849,0.06992530822753906,0.2177872657775879
20250714_072034_477,-90,47,47,21.8,17,21.8,4.47995101732684,0.1095438003540039,0.1770789623260498
20250714_072034_765,-90,NO_RADIO,47,21.8,17,21.8,4.963623539474639,0.06662225723266602,0.17667675018310547
20250714_072035_010,-90,44,44,17.4,20,17.4,4.58019353423164,0.10611820220947266,0.11417889595031738
20250714_072035_231,-90,NO_RADIO,44,17.4,20,17.4,5.005616186123049,0.0958552360534668,0.18351221084594727
20250714_072035_511,-90,41,41,13.1,23,13.1,4.670606157937712,0.10585618019104004,0.16273260116577148
20250714_072035_781,-90,NO_RADIO,41,13.1,23,13.1,5.462701916481777,0.06389951705932617,0.19768667221069336
20250714_072036_043,-90,NO_RADIO,41,13.1,23,13.1,4.863662990121526,0.06943345069885254,0.35495996475219727
20250714_072036_469,-90,NO_RADIO,41,13.1,23,13.1,4.673509726029053,0.0736398696899414,0.4920971393585205
20250714_072037_036,-90,31,31,-1.5,33,-1.5,4.6430583659818865,0.10656476020812988,0.8396015167236328
20250714_072037_983,-90,NO_RADIO,31,-1.5,33,-1.5,4.763488784439815,0.06516480445861816,0.274181604385376
20250714_072038_323,-90,23,23,-13.1,41,-13.1,4.21771109869627,0.10448074340820312,0.24421095848083496
20250714_072038_673,-90,21,21,-16.0,43,-16.0,4.69226308274726,0.0958709716796875,0.3114759922027588
20250714_072039_081,-90,NO_RADIO,21,-16.0,43,-16.0,4.37169300081888,0.06378579139709473,0.11689114570617676
20250714_072039_263,-90,NO_RADIO,21,-16.0,43,-16.0,4.330963449063063,0.06933927536010742,0.19191813468933105
20250714_072039_525,-90,16,16,-23.2,48,-23.2,4.8530195260025835,0.1038351058959961,0.11485052108764648
20250714_072039_745,-90,15,15,-24.7,49,-24.7,5.023802381941508,0.09268474578857422,0.21650028228759766
20250714_072040_055,-90,NO_RADIO,15,-24.7,49,-24.7,4.8346558120225325,0.06861257553100586,0.12432742118835449
20250714_072040_249,-90,NO_RADIO,15,-24.7,49,-24.7,4.397191681542225,0.10590219497680664,0.18150043487548828
20250714_072040_537,-90,NO_RADIO,15,-24.7,49,-24.7,4.865136549916599,0.07575345039367676,0.14285039901733398
20250714_072040_757,-90,NO_RADIO,15,-24.7,49,-24.7,4.878614792002438,0.07041072845458984,0.2030181884765625
20250714_072041_031,-90,NO_RADIO,15,-24.7,49,-24.7,4.945793852400456,0.07274246215820312,0.25008344650268555
20250714_072041_355,-90,NO_RADIO,15,-24.7,49,-24.7,4.515270469620148,0.0779566764831543,0.3574714660644531
20250714_072041_792,-90,NO_RADIO,15,-24.7,49,-24.7,4.41279302995261,0.07467031478881836,0.7315921783447266
20250714_072042_599,-90,48,48,23.2,16,23.2,4.490116831317465,0.10771489143371582,0.7735786437988281
20250714_072043_481,-90,43,43,16.0,21,16.0,4.4479389884708525,0.0982058048248291,0.5209450721740723
20250714_072044_101,-90,39,39,10.2,25,10.2,4.582221906614038,0.09527325630187988,1.0237212181091309
20250714_072045_221,-90,33,33,1.5,31,1.5,4.537366810450493,0.12630295753479004,0.31641340255737305
