Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_080324_759,-90,NO_RADIO,32,0,7.0539666748047125,-96.25521850585938,-96.25521850585938,0.10794973373413086,0.10788559913635254,32,,,,CenterFallback,1,,,[]
20250714_080324_978,-90,NO_RADIO,32,0,6.979935678450744,-96.04537200927734,-96.04537200927734,0.09226489067077637,0.16242074966430664,32,,,,CenterFallback,1,,,[]
20250714_080325_234,-90,NO_RADIO,32,0,6.921974273282274,-96.25521850585938,-96.25521850585938,0.08388781547546387,0.10845208168029785,32,,,,CenterFallback,1,,,[]
20250714_080325_427,-90,NO_RADIO,32,0,7.029903387118281,-95.9241714477539,-95.9241714477539,0.07643389701843262,0.16906261444091797,32,,,,CenterFallback,1,,,[]
20250714_080325_674,-90,NO_RADIO,32,0,6.875132555372986,-96.25521850585938,-96.25521850585938,0.07405352592468262,0.10825395584106445,32,,,,CenterFallback,1,,,[]
20250714_080325_857,-90,NO_RADIO,32,0,6.920276015395274,-96.12810516357422,-96.12810516357422,0.07035636901855469,0.1650829315185547,32,,,,CenterFallback,1,,,[]
20250714_080326_094,-90,NO_RADIO,32,0,7.067394426318202,-95.65385437011719,-95.65385437011719,0.07182073593139648,0.11068367958068848,32,,,,CenterFallback,1,,,[]
20250714_080326_277,-90,NO_RADIO,32,0,7.0428459396920715,-95.9241714477539,-95.9241714477539,0.07175397872924805,0.16748952865600586,32,,,,CenterFallback,1,,,[]
20250714_080326_518,-90,50,50,26.1,6.829851895838345,-94.33944702148438,-94.33944702148438,0.11165618896484375,3.2544915676116943,50,60,60,-40.6,NeighborSearch,21,8.320068747370186,10,[]
20250714_080329_885,-90,NO_RADIO,50,26.1,7.792406491342604,-94.96305084228516,-94.96305084228516,0.11601543426513672,0.1632242202758789,50,,,,CenterFallback,1,,,[]
20250714_080330_166,-90,NO_RADIO,50,26.1,6.9212491862219,-95.65385437011719,-95.65385437011719,0.08025479316711426,0.10590267181396484,50,,,,CenterFallback,1,,,[]
20250714_080330_353,-90,NO_RADIO,50,26.1,7.118374870972389,-95.65385437011719,-95.65385437011719,0.07640647888183594,0.16117215156555176,50,,,,CenterFallback,1,,,[]
20250714_080330_592,-90,25,25,-10.2,6.9184734233192415,-88.3382526397705,-88.3382526397705,0.1072695255279541,2.256848096847534,25,31,31,1.5,NeighborSearch,13,14.57247215776826,6,[6]
20250714_080332_957,-90,NO_RADIO,25,-10.2,7.449227608375921,-95.43484497070312,-95.43484497070312,0.06586527824401855,0.16332054138183594,25,,,,CenterFallback,1,,,[6]
20250714_080333_187,-90,NO_RADIO,25,-10.2,6.8797516549901445,-95.76765441894531,-95.76765441894531,0.07111501693725586,0.10963702201843262,25,,,,CenterFallback,1,,,[6]
20250714_080333_369,-90,NO_RADIO,25,-10.2,6.876451547153195,-95.65385437011719,-95.65385437011719,0.07481789588928223,0.1621243953704834,25,,,,CenterFallback,1,,,[6]
20250714_080333_608,-90,NO_RADIO,25,-10.2,7.442765681609416,-95.32933807373047,-95.32933807373047,0.07303071022033691,0.10794472694396973,25,,,,CenterFallback,1,,,[6]
20250714_080333_790,-90,51,51,27.6,26.25018260732179,-76.82202072143555,-76.82202072143555,0.10864686965942383,0.16410374641418457,51,51,51,-27.6,YOLO,1,26.25018260732179,0,"[6, 0]"
20250714_080334_064,-90,49,49,24.7,23.538824805994906,-79.46234817504883,-79.46234817504883,0.09654045104980469,0.13614201545715332,49,49,49,-24.7,YOLO,1,23.538824805994906,0,"[6, 0, 0]"
20250714_080334_297,-90,NO_RADIO,49,24.7,23.514929151100915,-79.57279167175292,-79.57279167175292,0.06363391876220703,0.1655406951904297,49,,,,CenterFallback,1,,,"[6, 0, 0]"
20250714_080334_528,-90,NO_RADIO,49,24.7,21.743041174760634,-81.287841796875,-81.287841796875,0.06972026824951172,0.11284923553466797,49,,,,CenterFallback,1,,,"[6, 0, 0]"
20250714_080334_711,-90,43,43,16.0,21.15215687712808,-81.81291961669922,-81.81291961669922,0.10412931442260742,0.18542051315307617,43,43,43,-16.0,YOLO,1,21.15215687712808,0,"[6, 0, 0, 0]"
20250714_080335_002,-90,NO_RADIO,43,16.0,24.59655282151489,-78.3346736907959,-78.3346736907959,0.09424662590026855,0.10969018936157227,43,,,,CenterFallback,1,,,"[6, 0, 0, 0]"
20250714_080335_207,-90,NO_RADIO,43,16.0,20.713813030211895,-82.35777854919434,-82.35777854919434,0.07502603530883789,0.19034767150878906,43,,,,CenterFallback,1,,,"[6, 0, 0, 0]"
20250714_080335_474,-90,NO_RADIO,43,16.0,20.081370554251038,-82.8545150756836,-82.8545150756836,0.07760190963745117,0.10684752464294434,43,,,,CenterFallback,1,,,"[6, 0, 0, 0]"
20250714_080335_659,-90,NO_RADIO,43,16.0,15.674452617085024,-87.0494457244873,-87.0494457244873,0.07277512550354004,0.35451245307922363,43,,,,CenterFallback,1,,,"[6, 0, 0, 0]"
20250714_080336_088,-90,32,32,0,13.674286608022413,-85.79077911376953,-85.79077911376953,0.10587024688720703,0.4122903347015381,32,33,33,-1.5,OffsetCorrected,2,17.22793122611246,1,"[6, 0, 0, 0, 1]"
20250714_080336_607,-90,NO_RADIO,32,0,15.6022270806194,-87.11210784912109,-87.11210784912109,0.06665587425231934,0.10839605331420898,32,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1]"
20250714_080336_783,-90,27,27,-7.3,26.45491925209876,-76.5216854095459,-76.5216854095459,0.10143613815307617,0.16437387466430664,27,27,27,7.3,YOLO,1,26.45491925209876,0,"[6, 0, 0, 0, 1, 0]"
20250714_080337_050,-90,25,25,-10.2,23.59027765746184,-79.27207069396972,-79.27207069396972,0.09988594055175781,0.20830273628234863,25,25,25,10.2,YOLO,1,23.59027765746184,0,"[6, 0, 0, 0, 1, 0, 0]"
20250714_080337_359,-90,NO_RADIO,25,-10.2,13.177547989458645,-89.30874633789062,-89.30874633789062,0.06896758079528809,0.1639845371246338,25,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0]"
20250714_080337_594,-90,NO_RADIO,25,-10.2,11.437316398574467,-91.02214050292969,-91.02214050292969,0.07097172737121582,0.10952234268188477,25,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0]"
20250714_080337_775,-90,NO_RADIO,25,-10.2,8.6042274397511,-93.7169174194336,-93.7169174194336,0.07326817512512207,0.16399717330932617,25,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0]"
20250714_080338_014,-90,17,17,-21.8,8.08417600595277,-79.01165771484375,-79.01165771484375,0.10924720764160156,0.2713027000427246,17,18,18,20.3,OffsetCorrected,2,23.76496373887896,1,"[6, 0, 0, 0, 1, 0, 0, 1]"
20250714_080338_395,-90,14,14,-26.1,23.50258393315592,-79.26518211364746,-79.26518211364746,0.10122156143188477,0.1078641414642334,14,14,14,26.1,YOLO,1,23.50258393315592,0,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080338_606,-90,NO_RADIO,14,-26.1,21.929536669970048,-80.92654418945312,-80.92654418945312,0.0669412612915039,0.16387176513671875,14,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080338_838,-90,NO_RADIO,14,-26.1,19.76669485350206,-82.96800231933594,-82.96800231933594,0.06942486763000488,0.10910248756408691,14,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080339_017,-90,NO_RADIO,14,-26.1,12.803725291425835,-89.744673538208,-89.744673538208,0.0723116397857666,0.17138338088989258,14,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080339_262,-90,51,51,27.6,12.037367900612196,-94.96305084228516,-94.96305084228516,0.11451959609985352,3.7277846336364746,51,46,46,-20.3,NeighborSearch,21,7.4077743089612085,-5,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080343_105,-90,NO_RADIO,51,27.6,6.578566465752274,-95.65385437011719,-95.65385437011719,0.09109640121459961,0.17407441139221191,51,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080343_372,-90,NO_RADIO,51,27.6,6.8277658905514755,-95.4295696258545,-95.4295696258545,0.09670090675354004,0.13953137397766113,51,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080343_609,-90,NO_RADIO,51,27.6,6.430033615097173,-95.9241714477539,-95.9241714477539,0.08531308174133301,0.21222901344299316,51,,,,CenterFallback,1,,,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
20250714_080343_908,-90,16,16,-23.2,6.791406581541821,-95.43484497070312,-95.43484497070312,0.11770129203796387,7.924477815628052,16,8,8,34.8,NeighborSearch,21,6.925336984880914,-8,"[6, 0, 0, 0, 1, 0, 0, 1, 0]"
