Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),TX Beam Index,TX Beam Angle,Adjustment Method,Beams Checked in Search,SNR (dB),Offset Error,Beam Offset History
20250714_080821_515,-90,NO_RADIO,32,0,6.774185333251978,-96.80453491210938,-96.80453491210938,0.1072242259979248,0.10944509506225586,32,,,,CenterFallback,1,,,[]
20250714_080821_735,-90,NO_RADIO,32,0,6.948468825112656,-96.29843139648438,-96.29843139648438,0.09253907203674316,0.20821905136108398,32,,,,CenterFallback,1,,,[]
20250714_080822_037,-90,NO_RADIO,32,0,6.931311525967388,-96.38617706298828,-96.38617706298828,0.08116960525512695,0.10819292068481445,32,,,,CenterFallback,1,,,[]
20250714_080822_227,-90,NO_RADIO,32,0,6.968054613475232,-96.29843139648438,-96.29843139648438,0.08675289154052734,1.2389450073242188,32,,,,CenterFallback,1,,,[]
20250714_080823_554,-90,NO_RADIO,32,0,6.987516341673626,-96.29843139648438,-96.29843139648438,0.0787057876586914,0.10927987098693848,32,,,,CenterFallback,1,,,[]
20250714_080823_743,-90,NO_RADIO,32,0,7.376138731872572,-96.12810516357422,-96.12810516357422,0.07460808753967285,0.16417694091796875,32,,,,CenterFallback,1,,,[]
20250714_080823_983,-90,NO_RADIO,32,0,7.350714734490907,-96.29843139648438,-96.29843139648438,0.0755467414855957,0.14148783683776855,32,,,,CenterFallback,1,,,[]
20250714_080824_201,-90,NO_RADIO,32,0,7.362746092440958,-96.24886283874513,-96.24886283874513,0.07473230361938477,0.16745495796203613,32,,,,CenterFallback,1,,,[]
20250714_080824_445,-90,NO_RADIO,32,0,7.286105366193482,-96.25521850585938,-96.25521850585938,0.07558035850524902,0.1072838306427002,32,,,,CenterFallback,1,,,[]
20250714_080824_629,-90,NO_RADIO,32,0,7.2639304497837855,-96.29843139648438,-96.29843139648438,0.0758354663848877,0.1634376049041748,32,,,,CenterFallback,1,,,[]
20250714_080824_869,-90,NO_RADIO,32,0,6.904888161594329,-96.29843139648438,-96.29843139648438,0.0751657485961914,0.1093137264251709,32,,,,CenterFallback,1,,,[]
20250714_080825_055,-90,NO_RADIO,32,0,6.931761120830416,-96.29843139648438,-96.29843139648438,0.07445192337036133,0.1632382869720459,32,,,,CenterFallback,1,,,[]
20250714_080825_294,-90,NO_RADIO,32,0,6.890130942890849,-96.43071746826172,-96.43071746826172,0.07641363143920898,0.10720205307006836,32,,,,CenterFallback,1,,,[]
20250714_080825_479,-90,NO_RADIO,32,0,6.950920136295309,-96.29843139648438,-96.29843139648438,0.07906341552734375,0.163743257522583,32,,,,CenterFallback,1,,,[]
20250714_080825_723,-90,NO_RADIO,32,0,6.90037668148571,-96.38617706298828,-96.38617706298828,0.07821846008300781,0.10734820365905762,32,,,,CenterFallback,1,,,[]
