Timestamp,Boresight,Jetson Detection,Rx Beam Index,Rx Beam Angle,Initial SNR (dB),Initial Max Power (dBm),Max Power (dBm),YOLO Time (s),Beam Sweep Time (s),Rx Beam Index (YOLO Predicted),Rx Beam Index (Selected),Adjustment Method,Beams Checked in Search,Adjusted Beam Index,Adjusted Beam Angle,SNR (dB),Offset Error,Beam Offset History
20250723_220635_417,-45,63,63,45.0,18.197417811411043,-84.56934280395508,-84.56934280395508,0.102912425994873,0.6331558227539062,63,61.0,NeighborSearch,3,63,45.0,18.94944121908604,-2.0,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -2]"
20250723_220636_155,-45,NO_RADIO,63,45.0,17.63302758902897,-85.86482238769531,-85.86482238769531,0.1029918193817138,0.1584537029266357,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, 0, -1, -2]"
20250723_220636_418,-45,63,63,45.0,17.9174254239375,-83.34794578552246,-83.34794578552246,0.1055579185485839,0.7916429042816162,63,60.0,NeighborSearch,4,63,45.0,20.18209744388922,-3.0,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220637_317,-45,NO_RADIO,63,45.0,19.993613189018305,-83.44714736938477,-83.44714736938477,0.1006834506988525,0.1020522117614746,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220637_521,-45,NO_RADIO,63,45.0,17.754842518753534,-85.77130737304688,-85.77130737304688,0.1007790565490722,0.1584174633026123,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220637_782,-45,NO_RADIO,63,45.0,17.98419495913606,-85.56401100158692,-85.56401100158692,0.1021022796630859,0.1019985675811767,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220637_988,-44,NO_RADIO,63,45.0,16.80411178387,-86.5826904296875,-86.5826904296875,0.1010737419128418,0.1583800315856933,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220638_249,-44,NO_RADIO,63,45.0,16.761918657508716,-86.8045425415039,-86.8045425415039,0.1009323596954345,0.1020989418029785,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220638_453,-44,NO_RADIO,63,45.0,16.844601385396686,-86.63702392578125,-86.63702392578125,0.1012489795684814,0.1584789752960205,63,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, 0, -1, -2, -3]"
20250723_220638_714,-44,62,62,43.5,16.98410176158916,-84.15795135498047,-84.15795135498047,0.1047027111053466,0.7923784255981445,62,60.0,NeighborSearch,4,62,43.5,19.42608372066026,-2.0,"[0, 0, 0, 0, 0, 0, -1, -2, -3, -2]"
20250723_220639_613,-44,NO_RADIO,62,43.5,19.61972266926301,-83.87712936401367,-83.87712936401367,0.1010208129882812,0.1019434928894043,62,,CenterFallback,1,32,0.0,,,"[0, 0, 0, 0, 0, 0, -1, -2, -3, -2]"
20250723_220639_818,-43,62,62,43.5,16.913633741287967,-84.4967472076416,-84.4967472076416,0.1012144088745117,0.7845451831817627,62,60.0,NeighborSearch,4,62,43.5,19.019730927646904,-2.0,"[0, 0, 0, 0, 0, -1, -2, -3, -2, -2]"
20250723_220640_705,-43,62,62,43.5,16.33758297420492,-83.21418151855468,-83.21418151855468,0.1012184619903564,1.0463502407073977,62,58.0,NeighborSearch,6,61,42.1,19.642664286446063,-3.0,"[0, 0, 0, 0, -1, -2, -3, -2, -2, -3]"
20250723_220641_854,-42,61,61,42.1,16.56972878776925,-83.7130298614502,-83.7130298614502,0.1025888919830322,0.5224518775939941,61,59.0,NeighborSearch,2,60,40.6,19.72954748150073,-1.0,"[0, 0, 0, -1, -2, -3, -2, -2, -3, -1]"
20250723_220642_481,-42,61,61,42.1,16.363354727427932,-84.37708930969238,-84.37708930969238,0.0999715328216552,0.5223302841186523,61,59.0,NeighborSearch,2,60,40.6,19.19080650009529,-1.0,"[0, 0, -1, -2, -3, -2, -2, -3, -1, -1]"
20250723_220643_104,-42,61,61,42.1,16.620505050032904,-83.68544998168946,-83.68544998168946,0.1020166873931884,0.5225512981414795,61,59.0,NeighborSearch,2,60,40.6,19.833025874433176,-1.0,"[0, -1, -2, -3, -2, -2, -3, -1, -1, -1]"
20250723_220643_730,-41,61,61,42.1,16.63953997160661,-84.43170166015625,-84.43170166015625,0.1026117801666259,0.5224742889404297,61,59.0,NeighborSearch,2,60,40.6,19.026902568773124,-1.0,"[-1, -2, -3, -2, -2, -3, -1, -1, -1, -1]"
20250723_220644_357,-41,61,61,42.1,15.295918140891589,-83.45639038085938,-83.45639038085938,0.0970287322998046,0.7844600677490234,61,58.0,NeighborSearch,4,60,40.6,20.026646758217865,-2.0,"[-2, -3, -2, -2, -3, -1, -1, -1, -1, -2]"
20250723_220645_240,-40,61,61,42.1,15.181501559621566,-83.91283111572265,-83.91283111572265,0.1041977405548095,0.7846741676330566,61,58.0,NeighborSearch,4,60,40.6,19.514262355601403,-2.0,"[-3, -2, -2, -3, -1, -1, -1, -1, -2, -2]"
20250723_220646_130,-40,NO_RADIO,61,42.1,14.05026017086277,-89.20238227844239,-89.20238227844239,0.1029682159423828,0.158440351486206,61,,CenterFallback,1,32,0.0,,,"[-3, -2, -2, -3, -1, -1, -1, -1, -2, -2]"
20250723_220646_393,-40,60,60,40.6,14.079362857121652,-83.68580627441406,-83.68580627441406,0.1011152267456054,0.5305075645446777,60,58.0,NeighborSearch,2,59,39.2,19.81597798866449,-1.0,"[-2, -2, -3, -1, -1, -1, -1, -2, -2, -1]"
20250723_220647_027,-40,60,60,40.6,19.90063513147328,-83.74547119140625,-83.74547119140625,0.0969972610473632,0.1020395755767822,60,60.0,YOLO,1,59,39.2,19.90063513147328,0.0,"[-2, -3, -1, -1, -1, -1, -2, -2, -1, 0]"
20250723_220647_227,-40,60,60,40.6,15.681430931038207,-83.77233123779297,-83.77233123779297,0.0961682796478271,0.5224206447601318,60,58.0,NeighborSearch,2,59,39.2,19.668286988800645,-1.0,"[-3, -1, -1, -1, -1, -2, -2, -1, 0, -1]"
20250723_220647_847,-39,60,60,40.6,14.002037184576269,-84.24639892578125,-84.24639892578125,0.1012277603149414,0.7848577499389648,60,57.0,NeighborSearch,4,59,39.2,19.25542206736614,-2.0,"[-1, -1, -1, -1, -2, -2, -1, 0, -1, -2]"
20250723_220648_735,-39,60,60,40.6,13.771622370611569,-83.06385803222656,-83.06385803222656,0.0985393524169921,1.047102689743042,60,56.0,NeighborSearch,6,59,39.2,20.23116225987583,-3.0,"[-1, -1, -1, -2, -2, -1, 0, -1, -2, -3]"
20250723_220649_882,-38,60,60,40.6,10.948474119077432,-83.28813934326172,-83.28813934326172,0.0989913940429687,1.0461812019348145,60,56.0,NeighborSearch,6,59,39.2,20.03802984411081,-3.0,"[-1, -1, -2, -2, -1, 0, -1, -2, -3, -3]"
20250723_220651_029,-34,59,59,39.2,15.163766017093124,-83.75488815307617,-83.75488815307617,0.100327730178833,8.54599404335022,59,53.0,NeighborSearch,63,58,37.7,18.920879449030323,-5.0,"[-1, -1, -2, -2, -1, 0, -1, -2, -3, -3]"
20250723_220659_677,-33,59,59,39.2,7.028830935570269,-84.41168327331543,-84.41168327331543,0.1277790069580078,1.5793933868408203,59,53.0,NeighborSearch,10,58,37.7,18.993485714712023,-5.0,"[-1, -2, -2, -1, 0, -1, -2, -3, -3, -5]"
20250723_220701_387,-33,59,59,39.2,19.127349225149786,-84.3532943725586,-84.3532943725586,0.1110775470733642,0.1020946502685546,59,59.0,YOLO,1,58,37.7,19.127349225149786,0.0,"[-2, -2, -1, 0, -1, -2, -3, -3, -5, 0]"
20250723_220701_601,-32,58,58,37.7,7.864180336085184,-83.87712936401367,-83.87712936401367,0.1021995544433593,1.5705223083496094,58,52.0,NeighborSearch,10,57,36.3,19.15143736621664,-5.0,"[-2, -1, 0, -1, -2, -3, -3, -5, 0, -5]"
20250723_220703_275,-31,58,58,37.7,7.308373642468453,-83.80120086669922,-83.80120086669922,0.1027572154998779,1.3084845542907717,58,52.0,NeighborSearch,8,56,34.8,19.469727762035845,-4.0,"[-1, 0, -1, -2, -3, -3, -5, 0, -5, -4]"
20250723_220704_688,-30,58,58,37.7,7.484843810049227,-83.27686500549316,-83.27686500549316,0.1002354621887207,1.5706157684326172,58,51.0,NeighborSearch,10,56,34.8,20.25368577658284,-5.0,"[0, -1, -2, -3, -3, -5, 0, -5, -4, -5]"
20250723_220706_361,-29,58,58,37.7,7.532126404529748,-82.82484893798828,-82.82484893798828,0.1006984710693359,1.5706470012664795,58,51.0,NeighborSearch,10,56,34.8,20.49965798049655,-5.0,"[-1, -2, -3, -3, -5, 0, -5, -4, -5, -5]"
20250723_220708_034,-29,58,58,37.7,7.283576417511199,-83.88048553466797,-83.88048553466797,0.1043434143066406,1.3085923194885254,58,51.0,NeighborSearch,8,55,33.4,19.537761582009026,-4.0,"[-2, -3, -3, -5, 0, -5, -4, -5, -5, -4]"
20250723_220709_448,-29,NO_RADIO,58,37.7,7.4799248163291026,-95.6538543701172,-95.6538543701172,0.1040043830871582,0.1584231853485107,58,,CenterFallback,1,32,0.0,,,"[-2, -3, -3, -5, 0, -5, -4, -5, -5, -4]"
20250723_220709_712,-28,58,58,37.7,7.070856993235481,-83.81049270629883,-83.81049270629883,0.1033904552459716,1.5785810947418213,58,50.0,NeighborSearch,10,55,33.4,19.7178679923606,-5.0,"[-3, -3, -5, 0, -5, -4, -5, -5, -4, -5]"
20250723_220711_396,-28,57,57,36.3,19.717134009596577,-83.68580627441406,-83.68580627441406,0.1012418270111084,0.1020684242248535,57,57.0,YOLO,1,55,33.4,19.717134009596577,0.0,"[-3, -5, 0, -5, -4, -5, -5, -4, -5, 0]"
